code;studierichting;titel;graad;domein;finaliteit;stage_weken;label;categorie;type;subvak;optie;uren
6APDA;applicatie-en-datatechnieken;Applicatie- en datatechnieken;3de graad;STEM;dubbele finaliteit;2;Wiskunde;specifiek gedeelte;vak;ONWAAR;ONWAAR;2
6APDA;applicatie-en-datatechnieken;Applicatie- en datatechnieken;3de graad;STEM;dubbele finaliteit;2;Informaticawetenschappen;specifiek gedeelte;vak;ONWAAR;ONWAAR;4
6APDA;applicatie-en-datatechnieken;Applicatie- en datatechnieken;3de graad;STEM;dubbele finaliteit;2;Digitaal ondersteuner;specifiek gedeelte;vak;ONWAAR;ONWAAR;
6APDA;applicatie-en-datatechnieken;Applicatie- en datatechnieken;3de graad;STEM;dubbele finaliteit;2;- Applicatie- en datatechnieken;specifiek gedeelte;vak;WAAR;ONWAAR;7
6APDA;applicatie-en-datatechnieken;Applicatie- en datatechnieken;3de graad;STEM;dubbele finaliteit;2;Lestijden per week;totaal;vak;ONWAAR;ONWAAR;31
5ASWW;assistentie-in-wonen-zorg-en-welzijn;Assistentie in wonen, zorg en welzijn;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;Godsdienst / Zedenleer;basisvorming;vak;ONWAAR;WAAR;2
5ASWW;assistentie-in-wonen-zorg-en-welzijn;Assistentie in wonen, zorg en welzijn;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;Project Algemene Vakken;basisvorming;vak;ONWAAR;ONWAAR;2
5ASWW;assistentie-in-wonen-zorg-en-welzijn;Assistentie in wonen, zorg en welzijn;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;STEM (*);basisvorming;vak;ONWAAR;ONWAAR;4
5ASWW;assistentie-in-wonen-zorg-en-welzijn;Assistentie in wonen, zorg en welzijn;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;MTC (**);basisvorming;vak;ONWAAR;ONWAAR;4
5ASWW;assistentie-in-wonen-zorg-en-welzijn;Assistentie in wonen, zorg en welzijn;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;1
5ASWW;assistentie-in-wonen-zorg-en-welzijn;Assistentie in wonen, zorg en welzijn;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;Frans;basisvorming;vak;ONWAAR;ONWAAR;3
5ASWW;assistentie-in-wonen-zorg-en-welzijn;Assistentie in wonen, zorg en welzijn;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;Lichamelijke opvoeding;basisvorming;vak;ONWAAR;ONWAAR;2
5ASWW;assistentie-in-wonen-zorg-en-welzijn;Assistentie in wonen, zorg en welzijn;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;Basiszorg en ondersteuning (20u);specifiek gedeelte;vak;ONWAAR;ONWAAR;
5ASWW;assistentie-in-wonen-zorg-en-welzijn;Assistentie in wonen, zorg en welzijn;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;- Indirecte zorg;specifiek gedeelte;vak;WAAR;ONWAAR;4
5ASWW;assistentie-in-wonen-zorg-en-welzijn;Assistentie in wonen, zorg en welzijn;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;- Voeding;specifiek gedeelte;vak;WAAR;ONWAAR;6
5ASWW;assistentie-in-wonen-zorg-en-welzijn;Assistentie in wonen, zorg en welzijn;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;- Opvoedkunde;specifiek gedeelte;vak;WAAR;ONWAAR;4
5ASWW;assistentie-in-wonen-zorg-en-welzijn;Assistentie in wonen, zorg en welzijn;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;- Verzorging;specifiek gedeelte;vak;WAAR;ONWAAR;3
5ASWW;assistentie-in-wonen-zorg-en-welzijn;Assistentie in wonen, zorg en welzijn;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;Lestijden per week;totaal;vak;ONWAAR;ONWAAR;33
5BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;Godsdienst / Zedenleer;basisvorming;vak;ONWAAR;WAAR;2
5BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;Project Algemene Vakken;basisvorming;vak;ONWAAR;ONWAAR;2
5BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;STEM (*);basisvorming;vak;ONWAAR;ONWAAR;4
5BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;MTC (**);basisvorming;vak;ONWAAR;ONWAAR;4
5BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;1
5BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;Frans;basisvorming;vak;ONWAAR;ONWAAR;3
5BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;Lichamelijke opvoeding;basisvorming;vak;ONWAAR;ONWAAR;2
5BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;Basiszorg en ondersteuning (20u);specifiek gedeelte;vak;ONWAAR;ONWAAR;
5BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;- Indirecte zorg;specifiek gedeelte;vak;WAAR;ONWAAR;4
5BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;- Voeding;specifiek gedeelte;vak;WAAR;ONWAAR;4
5BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;- Opvoedkunde;specifiek gedeelte;vak;WAAR;ONWAAR;5
5BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;- Verzorging;specifiek gedeelte;vak;WAAR;ONWAAR;4
5BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;6;Lestijden per week;totaal;vak;ONWAAR;ONWAAR;33
6BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;10;Godsdienst / Zedenleer;basisvorming;vak;ONWAAR;WAAR;2
6BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;10;Project Algemene Vakken;basisvorming;vak;ONWAAR;ONWAAR;2
6BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;10;STEM (*);basisvorming;vak;ONWAAR;ONWAAR;4
6BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;10;MTC (**);basisvorming;vak;ONWAAR;ONWAAR;5
6BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;10;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;1
6BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;10;Frans;basisvorming;vak;ONWAAR;ONWAAR;3
6BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;10;Lichamelijke opvoeding;basisvorming;vak;ONWAAR;ONWAAR;2
6BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;10;Basiszorg en ondersteuning (20u);specifiek gedeelte;vak;ONWAAR;ONWAAR;
6BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;10;- Indirecte zorg;specifiek gedeelte;vak;WAAR;ONWAAR;3
6BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;10;- Voeding;specifiek gedeelte;vak;WAAR;ONWAAR;4
6BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;10;- Opvoedkunde;specifiek gedeelte;vak;WAAR;ONWAAR;6
6BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;10;- Verzorging;specifiek gedeelte;vak;WAAR;ONWAAR;3
6BZO;basiszorg-en-ondersteuning;Basiszorg en ondersteuning;3de graad;Maatschappij & Welzijn;arbeidsmarkt;10;Lestijden per week;totaal;vak;ONWAAR;ONWAAR;33
5BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Godsdienst / Zedenleer;basisvorming;vak;ONWAAR;WAAR;2
5BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Aardrijkskunde;basisvorming;vak;ONWAAR;ONWAAR;1
5BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Engels;basisvorming;vak;ONWAAR;ONWAAR;2
5BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Frans;basisvorming;vak;ONWAAR;ONWAAR;2
5BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Geschiedenis;basisvorming;vak;ONWAAR;ONWAAR;1
5BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;3
5BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Wiskunde;basisvorming;vak;ONWAAR;ONWAAR;2
5BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Burgerschap;basisvorming;vak;ONWAAR;ONWAAR;1
5BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Economische en Bedrijfswetenschappen;basisvorming;vak;ONWAAR;ONWAAR;2
5BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Artistieke expressie;basisvorming;vak;ONWAAR;ONWAAR;1
5BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Bedrijfsorganisatie (15u);specifiek gedeelte;vak;ONWAAR;ONWAAR;0
5BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Engels (wisseluur);specifiek gedeelte;vak;ONWAAR;ONWAAR;0,5
5BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Frans (wisseluur);specifiek gedeelte;vak;ONWAAR;ONWAAR;0,5
5BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Financiële algebra (wiskunde);specifiek gedeelte;vak;ONWAAR;ONWAAR;1
5BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Economie (algemeen);specifiek gedeelte;vak;ONWAAR;ONWAAR;2
5BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Bedrijfswetenschappen incl. mini-onderneming;specifiek gedeelte;vak;ONWAAR;ONWAAR;4
5BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Toegepaste economie/toegepaste informatica incl. mini-onderneming;specifiek gedeelte;vak;ONWAAR;ONWAAR;8
5BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Lestijden per week;totaal;vak;ONWAAR;ONWAAR;32
6BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Godsdienst / Zedenleer;basisvorming;vak;ONWAAR;WAAR;2
6BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Aardrijkskunde;basisvorming;vak;ONWAAR;ONWAAR;1
6BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Engels;basisvorming;vak;ONWAAR;ONWAAR;2
6BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Frans;basisvorming;vak;ONWAAR;ONWAAR;2
6BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Geschiedenis;basisvorming;vak;ONWAAR;ONWAAR;1
6BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;3
6BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Wiskunde;basisvorming;vak;ONWAAR;ONWAAR;2
6BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Burgerschap;basisvorming;vak;ONWAAR;ONWAAR;1
6BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Economische en Bedrijfswetenschappen;basisvorming;vak;ONWAAR;ONWAAR;2
6BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Artistieke expressie;basisvorming;vak;ONWAAR;ONWAAR;1
6BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Bedrijfsorganisatie (15u);specifiek gedeelte;vak;ONWAAR;ONWAAR;0
6BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Engels (wisseluur);specifiek gedeelte;vak;ONWAAR;ONWAAR;0,5
6BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Frans (wisseluur);specifiek gedeelte;vak;ONWAAR;ONWAAR;0,5
6BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Financiële algebra (wiskunde);specifiek gedeelte;vak;ONWAAR;ONWAAR;1
6BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Economie (algemeen);specifiek gedeelte;vak;ONWAAR;ONWAAR;2
6BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Bedrijfswetenschappen incl. mini-onderneming;specifiek gedeelte;vak;ONWAAR;ONWAAR;3
6BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Toegepaste economie/toegepaste informatica incl. mini-onderneming;specifiek gedeelte;vak;ONWAAR;ONWAAR;6
6BO;bedrijf-en-organisatie;Bedrijf en Organisatie;3de graad;Economie & Organisatie;Doorstroom;2;Lestijden per week;totaal;vak;ONWAAR;ONWAAR;31
3BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Godsdienst / Zedenleer;basisvorming;vak;ONWAAR;WAAR;2
3BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Aardrijkskunde;basisvorming;vak;ONWAAR;ONWAAR;1
3BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Engels;basisvorming;vak;ONWAAR;ONWAAR;3
3BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Frans;basisvorming;vak;ONWAAR;ONWAAR;3
3BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Geschiedenis;basisvorming;vak;ONWAAR;ONWAAR;1
3BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;4
3BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Lichamelijke opvoeding;basisvorming;vak;ONWAAR;ONWAAR;2
3BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Burgerschap;basisvorming;vak;ONWAAR;ONWAAR;1
3BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Toegepaste informatica;basisvorming;vak;ONWAAR;ONWAAR;1
3BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Natuurwetenschappen;basisvorming;vak;ONWAAR;ONWAAR;2
3BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Artistieke expressie;basisvorming;vak;ONWAAR;ONWAAR;1
3BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Wiskunde;specifiek gedeelte;vak;ONWAAR;ONWAAR;4
3BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Economie;specifiek gedeelte;vak;ONWAAR;ONWAAR;3
3BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Bedrijfswetenschappen;specifiek gedeelte;vak;ONWAAR;ONWAAR;3
3BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Informatica;specifiek gedeelte;vak;ONWAAR;ONWAAR;2
3BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Lestijden per week;totaal;vak;ONWAAR;ONWAAR;32
4BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Godsdienst / Zedenleer;basisvorming;vak;ONWAAR;WAAR;2
4BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Aardrijkskunde;basisvorming;vak;ONWAAR;ONWAAR;1
4BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Engels;basisvorming;vak;ONWAAR;ONWAAR;3
4BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Frans;basisvorming;vak;ONWAAR;ONWAAR;3
4BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Geschiedenis;basisvorming;vak;ONWAAR;ONWAAR;2
4BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;4
4BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Lichamelijke opvoeding;basisvorming;vak;ONWAAR;ONWAAR;2
4BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Burgerschap;basisvorming;vak;ONWAAR;ONWAAR;1
4BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Toegepaste informatica;basisvorming;vak;ONWAAR;ONWAAR;1
4BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Natuurwetenschappen;basisvorming;vak;ONWAAR;ONWAAR;2
4BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Artistieke expressie;basisvorming;vak;ONWAAR;ONWAAR;1
4BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Wiskunde;specifiek gedeelte;vak;ONWAAR;ONWAAR;4
4BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Economie;specifiek gedeelte;vak;ONWAAR;ONWAAR;3
4BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Bedrijfswetenschappen;specifiek gedeelte;vak;ONWAAR;ONWAAR;3
4BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Informatica;specifiek gedeelte;vak;ONWAAR;ONWAAR;2
4BW;bedrijfswetenschappen;Bedrijfswetenschappen;2de graad;Economie & Organisatie;Doorstroom;;Lestijden per week;totaal;vak;ONWAAR;ONWAAR;32
5BIN;binnenschrijnwerk-en-interieur;Binnenschrijnwerk en interieur;3de graad;STEM;arbeidsmarkt;4;Godsdienst / Zedenleer;basisvorming;vak;ONWAAR;ONWAAR;2
5BIN;binnenschrijnwerk-en-interieur;Binnenschrijnwerk en interieur;3de graad;STEM;arbeidsmarkt;4;PAV;basisvorming;vak;ONWAAR;ONWAAR;4
5BIN;binnenschrijnwerk-en-interieur;Binnenschrijnwerk en interieur;3de graad;STEM;arbeidsmarkt;4;STEM (*);basisvorming;vak;ONWAAR;ONWAAR;
5BIN;binnenschrijnwerk-en-interieur;Binnenschrijnwerk en interieur;3de graad;STEM;arbeidsmarkt;4;MTC (**);basisvorming;vak;ONWAAR;ONWAAR;
5BIN;binnenschrijnwerk-en-interieur;Binnenschrijnwerk en interieur;3de graad;STEM;arbeidsmarkt;4;Nederlands;basisvorming;vak;ONWAAR;ONWAAR;1
5BIN;binnenschrijnwerk-en-interieur;Binnenschrijnwerk en interieur;3de graad;STEM;arbeidsmarkt;4;Frans;basisvorming;vak;ONWAAR;ONWAAR;2
5BIN;binnenschrijnwerk-en-interieur;Binnenschrijnwerk en interieur;3de graad;STEM;arbeidsmarkt;4;Lichamelijke opvoeding;basisvorming;vak;ONWAAR;ONWAAR;2
